4.140326636843383312e-03,2.279970911331474781e-03,-3.920928807929158211e-03
3.520045895129442215e-03,1.702858251519501209e-03,-3.847861196845769882e-03
1.935342908836901188e-03,1.618876820430159569e-03,-2.044930588454008102e-03
-6.564878858625888824e-04,2.030942850979045033e-03,-1.173476746771484613e-03
3.527822438627481461e-03,1.595162088051438332e-03,-1.029590843245387077e-03
3.984170034527778625e-03,-1.583645818755030632e-03,-9.302541147917509079e-04
6.393918301910161972e-03,-1.143702189438045025e-03,1.231667120009660721e-04
3.923476673662662506e-03,-7.987796561792492867e-04,1.615678891539573669e-03
3.249406116083264351e-03,-1.814241753891110420e-03,2.594914054498076439e-03
5.183531437069177628e-03,-2.335289027541875839e-03,1.685801311396062374e-03
5.560005083680152893e-03,-9.316680370829999447e-04,3.078372916206717491e-03
6.265580654144287109e-03,-1.838081399910151958e-03,4.677236080169677734e-03
7.815981283783912659e-03,-6.398406694643199444e-04,4.407529719173908234e-03
# New Segment
4.140326636843383312e-03,2.279970911331474781e-03,-3.920928807929158211e-03
-5.123291630297899246e-04,1.532171852886676788e-03,-5.934778135269880295e-03
-3.462593071162700653e-03,2.113744616508483887e-03,-6.026872433722019196e-03
-3.611179301515221596e-03,4.327357280999422073e-03,-5.445833783596754074e-03
-1.700190128758549690e-03,3.473095363005995750e-03,-4.110353533178567886e-03
-1.795044867321848869e-03,4.313286393880844116e-03,-2.886034548282623291e-03
-2.627999987453222275e-03,5.321294069290161133e-03,-2.298596780747175217e-03
-4.299668129533529282e-03,5.728248506784439087e-03,-1.803078455850481987e-03
-4.368458408862352371e-03,4.954543896019458771e-03,-3.618973540142178535e-03
-3.900307230651378632e-03,2.413262147456407547e-03,-2.905789297074079514e-03
-2.752180676907300949e-03,2.453824039548635483e-03,-4.371208604425191879e-03
-6.564878858625888824e-04,2.030942850979045033e-03,-1.173476746771484613e-03
# New Segment
