-1.845387028879486024e-03,-1.116427160741295666e-02,4.878695413935929537e-03
2.163397148251533508e-02,-2.039150893688201904e-02,-7.700650952756404877e-03
1.704470999538898468e-02,-1.017396617680788040e-02,-1.154219545423984528e-02
1.641535572707653046e-02,-3.112694714218378067e-03,3.064521821215748787e-03
1.783221773803234100e-02,3.854834474623203278e-03,2.197211142629384995e-04
1.543269958347082138e-03,6.009788892697542906e-03,5.688876146450638771e-03
-5.249131325399503112e-03,5.434105900349095464e-03,-9.908778112730942667e-03
1.053259469335898757e-02,-1.246361859375610948e-02,1.331172767095267773e-03
# New Segment
-5.249131325399503112e-03,5.434105900349095464e-03,-9.908778112730942667e-03
-6.508886348456144333e-03,1.380176376551389694e-02,-4.838129505515098572e-03
-2.739355433732271194e-03,1.363625377416610718e-02,-2.707203384488821030e-04
2.665607957169413567e-03,1.270212698727846146e-02,1.014407258480787277e-03
-1.845387028879486024e-03,-1.116427160741295666e-02,4.878695413935929537e-03
-1.677153632044792175e-03,1.257384102791547775e-02,-6.943495012819766998e-03
-1.011037826538085938e-02,1.085592154413461685e-02,4.701624624431133270e-03
1.543269958347082138e-03,6.009788892697542906e-03,5.688876146450638771e-03
# New Segment
9.118329297052696347e-03,-1.036208003642968833e-02,6.227775826118886471e-03
1.053259469335898757e-02,-1.246361859375610948e-02,1.331172767095267773e-03
1.543269958347082138e-03,6.009788892697542906e-03,5.688876146450638771e-03
-7.577762473374605179e-03,1.859997864812612534e-03,9.682245552539825439e-03
-1.024956814944744110e-02,-5.900871939957141876e-03,1.175844296813011169e-02
-1.795765943825244904e-02,-1.898558926768600941e-03,1.109660323709249496e-02
-5.249131325399503112e-03,5.434105900349095464e-03,-9.908778112730942667e-03
-1.845387028879486024e-03,-1.116427160741295666e-02,4.878695413935929537e-03
# New Segment
-6.832356331869959831e-03,5.716667859815061092e-03,-9.453651786316186190e-03
-3.829770255833864212e-03,-3.773396601900458336e-03,-7.943782955408096313e-03
9.118329297052696347e-03,-1.036208003642968833e-02,6.227775826118886471e-03
1.543269958347082138e-03,6.009788892697542906e-03,5.688876146450638771e-03
-1.845387028879486024e-03,-1.116427160741295666e-02,4.878695413935929537e-03
-5.249131325399503112e-03,5.434105900349095464e-03,-9.908778112730942667e-03
# New Segment
